Time,Flow,Pressure,Fase-insp-exp,Volume
28.06,-54.268085,0.003909,-1,0.674364
28.08,-57.349133,0.003909,-1,0.655248
28.1,-62.63093,-0.001338,-1,0.634371
28.12,-67.032427,-0.001338,-1,0.612027
28.14,-75.395271,0.003909,-1,0.586895
28.16,-78.476319,-0.001338,-1,0.560736
28.18,-83.758116,0.003909,-1,0.532817
28.2,-87.719463,0.003909,-1,0.503577
28.22,-93.881559,0.003909,-1,0.472283
28.24,-98.283056,-0.001338,-1,0.439522
28.26,-99.603505,0.003909,-1,0.406321
28.28,-101.364104,0.003909,-1,0.372533
28.3,-100.923955,0.003909,-1,0.338892
28.32,-104.885302,0.003909,-1,0.30393
28.34,-102.684553,-0.001338,-1,0.269702
28.36,-103.124703,-0.001338,-1,0.235327
28.38,-100.043655,0.003909,-1,0.201979
28.4,-100.043655,0.003909,-1,0.168631
28.42,-94.321709,0.003909,-1,0.13719
28.44,-93.881559,0.003909,-1,0.105897
28.46,-90.800511,0.003909,-1,0.07563
28.48,-87.719463,0.003909,-1,0.04639
28.5,-84.198266,0.003909,-1,0.018324
28.52,-83.758116,0.003909,-1,-0.009596
28.54,-79.796768,-0.001338,-1,-0.036194
28.56,-76.71572,0.003909,-1,-0.061766
28.58,-70.993774,0.003909,-1,-0.085431
28.6,-67.912726,0.003909,-1,-0.108069
28.62,-63.951379,0.003909,-1,-0.129386
28.64,-57.789283,0.003909,-1,-0.148649
28.66,-52.947636,0.003909,-1,-0.166298
28.68,-48.546139,0.003909,-1,-0.18248
28.7,-42.824193,0.003909,-1,-0.196755
28.72,-37.982546,-0.001338,-1,-0.209416
28.74,-32.2606,-0.001338,-1,-0.220169
28.76,-26.538653,0.003909,-1,-0.229015
28.78,-26.098504,0.003909,-1,-0.237715
28.8,-22.137156,0.003909,-1,-0.245094
28.82,-19.936408,0.003909,-1,-0.251739
28.84,-3.650868,-0.001338,-1,-0.252956
28.86,-4.971317,0.003909,-1,-0.254613
28.88,-0.129671,0.003909,-1,-0.254657
28.9,-0.129671,0.003909,-1,-0.2547
28.92,-0.129671,0.003909,-1,-0.254743
28.94,-0.129671,0.003909,-1,-0.254786
28.96,0.310479,0.003909,-1,-0.254683
28.98,-0.129671,0.003909,-1,-0.254726
29,0.310479,0.003909,-1,-0.254623
29.02,0.310479,0.003909,-1,-0.254519
29.04,-0.129671,0.003909,1,-0.254562
29.06,0.750629,0.003909,1,-0.254312
29.08,9.553623,0.003909,1,-0.251128
29.1,32.001258,0.003909,1,-0.24046
29.12,32.441408,0.003909,1,-0.229647
29.14,36.402756,-0.001338,1,-0.217512
29.16,41.684552,0.003909,1,-0.203618
29.18,46.966349,0.003909,1,-0.187962
29.2,51.807996,0.003909,1,-0.170693
29.22,58.850391,0.003909,1,-0.151076
29.24,60.17084,0.003909,1,-0.131019
29.26,66.773086,0.003909,1,-0.108761
29.28,69.413984,-0.001338,1,-0.085623
29.3,70.734433,0.003909,1,-0.062045
29.32,74.695781,0.003909,1,-0.037147
29.34,77.776829,-0.001338,1,-0.011221
29.36,80.857877,0.003909,1,0.015732
29.38,79.537427,0.003909,1,0.042244
29.4,81.738176,0.003909,1,0.06949
29.42,82.618475,-0.001338,1,0.09703
29.44,81.298026,0.003909,1,0.124129
29.46,81.298026,-0.001338,1,0.151228
29.48,79.097278,0.003909,1,0.177594
29.5,78.216978,0.003909,1,0.203666
29.52,76.456379,0.003909,1,0.229152
29.54,75.57608,0.003909,1,0.254344
29.56,74.695781,0.003909,1,0.279242
29.58,74.255631,0.003909,1,0.303994
29.6,71.614733,0.003909,1,0.327866
29.62,68.533685,0.003909,1,0.350711
29.64,66.332936,-0.001338,1,0.372821
29.66,64.132187,0.003909,1,0.394199
29.68,61.051139,-0.001338,1,0.414549
29.7,59.73069,0.003909,1,0.434459
29.72,57.529942,0.003909,1,0.453636
29.74,56.209493,0.003909,1,0.472373
29.76,55.769343,0.003909,1,0.490962
29.78,55.329193,0.003909,1,0.509405
29.8,55.769343,0.003909,1,0.527995
29.82,55.329193,-0.001338,1,0.546438
29.84,53.128445,0.003909,1,0.564148
29.86,50.047397,0.003909,1,0.58083
29.88,46.086049,0.003909,1,0.596192
29.9,42.564852,0.003909,1,0.610381
29.92,39.923953,0.003909,1,0.623689
29.94,37.283055,0.003909,1,0.636116
29.96,33.321708,0.003909,1,0.647223
29.98,28.92021,0.003909,1,0.656864
30,24.958863,0.003909,1,0.665183
30.02,20.117216,0.003909,1,0.671889
30.04,14.39527,0.003909,1,0.676687
30.06,13.074821,0.003909,1,0.681046
30.08,16.155869,0.003909,1,0.686431
30.1,22.758115,0.003909,1,0.694017
30.12,28.92021,0.003909,1,0.703657
30.14,33.761857,0.003909,1,0.714911
30.16,30.680809,0.003909,1,0.725138
30.18,14.83542,0.003909,1,0.730083
30.2,14.83542,0.003909,1,0.735028
30.22,-1.890269,0.003909,1,0.734398
30.24,-1.45012,0.003909,1,0.733915
30.26,-0.129671,0.003909,1,0.733871
30.28,0.310479,0.003909,1,0.733975
30.3,0.310479,0.003909,1,0.734078
30.32,-0.129671,0.003909,1,0.734035
30.34,0.310479,0.003909,1,0.734139
30.36,-0.129671,0.003909,1,0.734096
30.38,0.310479,-0.001338,1,0.734199
30.4,-0.129671,0.003909,1,0.734156
30.42,-0.129671,-0.001338,1,0.734113
30.44,0.310479,-0.001338,1,0.734216
30.46,0.310479,0.003909,1,0.73432
30.48,-0.56982,0.003909,1,0.73413
30.5,0.310479,0.003909,1,0.734233
30.52,0.310479,0.003909,1,0.734337
30.54,-0.129671,0.003909,-1,0.734293
30.56,-2.770569,0.003909,-1,0.73337
30.58,-19.496258,0.003909,-1,0.726871
30.6,-22.577306,-0.001338,-1,0.719345
30.62,-34.021198,0.003909,-1,0.708005
30.64,-29.179552,-0.001338,-1,0.698278
30.66,-34.021198,0.003909,-1,0.686938
30.68,-38.422695,0.003909,-1,0.67413
30.7,-44.584791,0.003909,-1,0.659269
30.72,-49.426438,0.003909,-1,0.642793
30.74,-54.708235,0.003909,-1,0.624557
30.76,-60.430181,0.003909,-1,0.604414
30.78,-63.511229,-0.001338,-1,0.583243
30.8,-69.673325,0.003909,-1,0.560019
30.82,-74.514972,0.003909,-1,0.535181
30.84,-80.236918,0.003909,-1,0.508435
30.86,-80.236918,0.003909,-1,0.481689
30.88,-83.758116,0.003909,-1,0.45377
30.9,-87.279314,0.003909,-1,0.424677
30.92,-92.56111,-0.001338,-1,0.393823
30.94,-93.441409,0.003909,-1,0.362676
30.96,-93.441409,0.003909,-1,0.331529
30.98,-94.321709,0.003909,-1,0.300088
31,-96.962607,0.003909,-1,0.267768
31.02,-99.163356,0.003909,-1,0.234713
31.04,-97.842907,-0.001338,-1,0.202099
31.06,-95.202008,0.003909,-1,0.170365
31.08,-94.761859,0.003909,-1,0.138778
31.1,-92.12096,0.003909,-1,0.108071
31.12,-88.599763,0.003909,-1,0.078537
31.14,-88.599763,0.003909,-1,0.049004
31.16,-85.518715,0.003909,-1,0.020498
31.18,-79.356619,0.003909,-1,-0.005954
31.2,-77.59602,0.003909,-1,-0.03182
31.22,-70.113475,-0.001338,-1,-0.055191
31.24,-64.391528,0.003909,-1,-0.076655
31.26,-58.669582,-0.001338,-1,-0.096211
31.28,-54.708235,0.003909,-1,-0.114447
31.3,-48.986289,0.003909,-1,-0.130776
31.32,-42.384043,0.003909,-1,-0.144904
31.34,-37.102246,0.003909,-1,-0.157272
31.36,-34.021198,0.003909,-1,-0.168612
31.38,-29.619701,0.003909,-1,-0.178485
31.4,-25.658354,0.003909,-1,-0.187038
31.42,-22.577306,-0.001338,-1,-0.194564
31.44,-21.256857,0.003909,-1,-0.201649
31.46,-19.936408,0.003909,-1,-0.208295
31.48,-20.376557,0.003909,-1,-0.215087
31.5,-19.496258,0.003909,-1,-0.221586
31.52,-18.615958,0.003909,-1,-0.227791
31.54,-16.85536,0.003909,-1,-0.23341
31.56,-16.85536,0.003909,-1,-0.239028
31.58,-15.53491,0.003909,-1,-0.244206
31.6,-17.295509,0.003909,-1,-0.249971
31.62,-17.295509,0.003909,-1,-0.255737
31.64,-16.85536,0.003909,-1,-0.261355
31.66,-18.615958,0.003909,-1,-0.26756
31.68,-20.376557,0.003909,-1,-0.274353
31.7,4.271827,0.003909,-1,-0.272929
31.72,0.750629,-0.001338,-1,-0.272678
31.74,-0.56982,0.003909,-1,-0.272868
31.76,-0.129671,0.003909,-1,-0.272912
31.78,-0.129671,0.003909,-1,-0.272955
31.8,0.310479,0.003909,-1,-0.272851
31.82,-0.129671,-0.006585,-1,-0.272895
31.84,-0.129671,0.003909,-1,-0.272938
31.86,-0.129671,0.003909,1,-0.272981
31.88,0.310479,-0.001338,1,-0.272878
31.9,5.592276,-0.001338,1,-0.271013
31.92,25.399013,0.003909,1,-0.262547
31.94,28.480061,0.003909,1,-0.253054
31.96,34.642157,0.003909,1,-0.241506
31.98,37.723205,0.003909,1,-0.228932
32,44.7656,0.003909,1,-0.21401
32.02,49.167097,-0.001338,1,-0.197621
32.04,53.568594,0.003909,1,-0.179765
32.06,57.529942,0.003909,1,-0.160588
32.08,59.73069,0.003909,1,-0.140678
32.1,63.251888,0.003909,1,-0.119594
32.12,64.132187,0.003909,1,-0.098217
32.14,65.012487,0.003909,1,-0.076546
32.16,66.773086,0.003909,1,-0.054288
32.18,68.533685,-0.001338,1,-0.031444
32.2,73.815481,0.003909,1,-0.006838
32.22,68.973834,-0.001338,1,0.016153
32.24,69.854134,0.003909,1,0.039438
32.26,69.854134,0.003909,1,0.062722
32.28,69.854134,0.003909,1,0.086007
32.3,68.973834,-0.001338,1,0.108998
32.32,68.533685,0.003909,1,0.131843
32.34,67.213235,0.003909,1,0.154247
32.36,66.332936,0.003909,1,0.176358
32.38,65.892786,0.003909,1,0.198323
32.4,64.132187,0.003909,1,0.2197
32.42,62.811738,-0.001338,1,0.240637
32.44,62.811738,0.003909,1,0.261574
32.46,62.811738,0.003909,1,0.282512
32.48,61.491289,0.003909,1,0.303009
32.5,59.73069,0.003909,1,0.322919
32.52,59.290541,0.003909,1,0.342683
32.54,57.529942,0.003909,1,0.361859
32.56,56.649642,-0.001338,1,0.380742
32.58,54.889044,0.003909,1,0.399039
32.6,54.448894,0.003909,1,0.417188
32.62,53.128445,0.003909,1,0.434898
32.64,53.128445,0.003909,1,0.452607
32.66,52.688295,0.003909,1,0.47017
32.68,52.688295,0.003909,1,0.487733
32.7,50.927696,0.003909,1,0.504709
32.72,49.167097,0.003909,1,0.521098
32.74,47.406498,0.003909,1,0.5369
32.76,46.086049,0.003909,1,0.552262
32.78,44.32545,0.003909,1,0.567037
32.8,40.364103,0.003909,1,0.580492
32.82,35.962606,0.003909,1,0.592479
32.84,32.001258,0.003909,1,0.603146
32.86,28.480061,0.003909,1,0.61264
32.88,24.518713,0.003909,1,0.620813
32.9,21.437665,0.003909,1,0.627959
32.92,20.117216,0.003909,1,0.634664
32.94,20.117216,0.003909,1,0.64137
32.96,21.437665,0.003909,1,0.648516
32.98,21.437665,0.003909,1,0.655662
33,20.557366,0.003909,1,0.662514
33.02,19.677067,0.003909,1,0.669073
33.04,19.236917,0.003909,1,0.675486
33.06,17.036168,0.003909,1,0.681164
33.08,15.275569,0.003909,1,0.686256
33.1,13.074821,-0.001338,1,0.690614
33.12,12.194521,0.003909,1,0.694679
33.14,13.074821,0.003909,1,0.699038
33.16,12.634671,0.003909,1,0.703249
33.18,11.754372,0.003909,1,0.707167
33.2,9.553623,0.003909,1,0.710352
33.22,9.553623,-0.001338,1,0.713536
33.24,8.673324,0.003909,1,0.716427
33.26,-7.172066,0.003909,1,0.714037
33.28,-2.330419,0.003909,1,0.71326
33.3,0.310479,0.003909,-1,0.713363
33.32,0.310479,0.003909,-1,0.713467
33.34,-0.129671,0.003909,-1,0.713424
33.36,-0.129671,0.003909,-1,0.71338
33.38,0.310479,0.003909,-1,0.713484
33.4,-0.129671,-0.001338,-1,0.713441
33.42,0.310479,-0.001338,-1,0.713544
33.44,-0.129671,0.003909,-1,0.713501
33.46,-0.129671,0.003909,-1,0.713458
33.48,-0.129671,0.003909,-1,0.713415
33.5,-0.129671,0.003909,-1,0.713371
33.52,-0.129671,0.003909,-1,0.713328
33.54,-1.00997,0.003909,-1,0.712991
33.56,1.190779,0.003909,-1,0.713388
33.58,-0.129671,0.003909,-1,0.713345
33.6,-10.693264,-0.001338,-1,0.709781
33.62,-23.457605,-0.001338,-1,0.701962
33.64,-29.179552,0.003909,-1,0.692235
33.66,-40.183294,0.003909,-1,0.678841
33.68,-45.024941,0.003909,-1,0.663832
33.7,-56.028684,0.003909,-1,0.645156
33.72,-61.75063,0.003909,-1,0.624573
33.74,-69.673325,0.003909,-1,0.601348
33.76,-73.634672,-0.001338,-1,0.576803
33.78,-78.476319,0.003909,-1,0.550644
33.8,-81.117218,0.003909,-1,0.523605
33.82,-85.078565,0.003909,-1,0.495246
33.84,-93.00126,0.003909,-1,0.464245
33.86,-98.283056,0.003909,-1,0.431484
33.88,-99.603505,0.003909,-1,0.398283
33.9,-100.483805,-0.001338,-1,0.364789
33.92,-104.885302,0.003909,-1,0.329827
33.94,-104.005003,-0.001338,-1,0.295159
33.96,-106.205751,0.003909,-1,0.259757
33.98,-105.325452,0.003909,-1,0.224648
34,-106.645901,-0.001338,-1,0.189099
34.02,-104.005003,0.003909,-1,0.154431
34.04,-102.244404,0.003909,-1,0.12035
34.06,-97.402757,-0.001338,-1,0.087882
34.08,-94.321709,0.003909,-1,0.056442
34.1,-93.881559,0.003909,-1,0.025148
34.12,-88.599763,0.003909,-1,-0.004386
34.14,-84.198266,0.003909,-1,-0.032452
34.16,-84.198266,0.003909,-1,-0.060518
34.18,-76.71572,0.003909,-1,-0.08609
34.2,-71.433924,0.003909,-1,-0.109901
34.22,-64.831678,-0.001338,-1,-0.131512
34.24,-61.310481,0.003909,-1,-0.151948
34.26,-55.588534,0.003909,-1,-0.170478
34.28,-49.866588,0.003909,-1,-0.1871
34.3,-44.144642,0.003909,-1,-0.201815
34.32,-41.063594,0.003909,-1,-0.215503
34.34,-37.542396,0.003909,-1,-0.228017
34.36,-34.461348,0.003909,-1,-0.239504
34.38,-31.3803,0.003909,-1,-0.249964
34.4,-27.418953,0.003909,-1,-0.259104
34.42,-23.457605,0.003909,-1,-0.266923
34.44,-25.218204,-0.001338,-1,-0.275329
34.46,-22.577306,0.003909,-1,-0.282855
34.48,-19.936408,0.003909,-1,-0.2895
34.5,-16.85536,0.003909,-1,-0.295119
34.52,-3.650868,0.003909,-1,-0.296336
34.54,0.310479,0.003909,-1,-0.296232
34.56,-0.129671,0.003909,-1,-0.296275
34.58,-0.129671,0.003909,-1,-0.296319
34.6,-0.129671,0.003909,-1,-0.296362
34.62,0.310479,0.003909,-1,-0.296258
34.64,-0.129671,0.003909,-1,-0.296302
34.66,-0.129671,0.003909,1,-0.296345
34.68,1.630928,0.003909,1,-0.295801
34.7,9.993773,-0.001338,1,-0.29247
34.72,24.078564,-0.001338,1,-0.284444
34.74,26.279312,0.003909,1,-0.275684
34.76,31.561109,0.003909,1,-0.265164
34.78,33.321708,0.003909,1,-0.254056
34.8,40.364103,0.003909,1,-0.240602
34.82,46.526199,-0.001338,1,-0.225093
34.84,50.927696,0.003909,1,-0.208117
34.86,55.769343,0.003909,1,-0.189527
34.88,57.970091,0.003909,1,-0.170204
34.9,61.491289,-0.001338,1,-0.149707
34.92,65.012487,-0.001338,1,-0.128036
34.94,66.773086,0.003909,1,-0.105778
34.96,69.854134,0.003909,1,-0.082494
34.98,71.614733,0.003909,1,-0.058622
35,75.57608,-0.001338,1,-0.03343
35.02,72.495032,0.003909,1,-0.009265
35.04,72.935182,0.003909,1,0.015047
35.06,74.695781,0.003909,1,0.039945
35.08,74.255631,0.003909,1,0.064697
35.1,72.495032,0.003909,1,0.088862
35.12,73.375331,0.003909,1,0.113321
35.14,72.054882,0.003909,1,0.137339
35.16,71.174583,0.003909,1,0.161064
35.18,69.854134,-0.001338,1,0.184349
35.2,68.533685,0.003909,1,0.207193
35.22,67.653385,0.003909,1,0.229744
35.24,66.773086,0.003909,1,0.252002
35.26,66.332936,0.003909,1,0.274113
35.28,65.012487,0.003909,1,0.295784
35.3,63.692038,0.003909,1,0.317014
35.32,61.931439,0.003909,1,0.337658
35.34,60.17084,-0.001338,1,0.357715
35.36,58.410241,-0.001338,1,0.377185
35.38,57.970091,-0.001338,1,0.396509
35.4,57.529942,0.003909,1,0.415685
35.42,56.209493,0.003909,1,0.434422
35.44,56.649642,0.003909,1,0.453305
35.46,54.448894,0.003909,1,0.471455
35.48,53.128445,-0.001338,1,0.489164
35.5,50.487546,-0.001338,1,0.505993
35.52,47.406498,0.003909,1,0.521795
35.54,43.445151,0.003909,1,0.536277
35.56,39.483804,0.003909,1,0.549438
35.58,35.962606,0.003909,1,0.561426
35.6,32.001258,0.003909,1,0.572093
35.62,28.92021,0.003909,1,0.581733
35.64,26.719462,0.003909,1,0.59064
35.66,25.399013,0.003909,1,0.599106
35.68,27.159612,0.003909,1,0.608159
35.7,30.680809,-0.001338,1,0.618386
35.72,33.321708,0.003909,1,0.629493
35.74,32.441408,0.003909,1,0.640307
35.76,29.36036,0.003909,1,0.650094
35.78,23.638414,0.003909,1,0.657973
35.8,18.356617,-0.001338,1,0.664092
35.82,14.39527,0.003909,1,0.668891
35.84,12.194521,0.003909,1,0.672956
35.86,12.194521,0.003909,1,0.67702
35.88,12.634671,0.003909,1,0.681232
35.9,14.39527,0.003909,1,0.68603
35.92,-5.411467,0.003909,1,0.684227
35.94,9.113473,0.003909,1,0.687264
35.96,2.071078,0.003909,-1,0.687955
35.98,-0.56982,0.003909,-1,0.687765
36,-0.129671,0.003909,-1,0.687722
36.02,-0.129671,0.003909,-1,0.687678
36.04,-0.129671,0.003909,-1,0.687635
36.06,0.310479,0.003909,-1,0.687739
36.08,-0.129671,0.003909,-1,0.687695
36.1,-0.129671,-0.001338,-1,0.687652
36.12,-0.129671,0.003909,-1,0.687609
36.14,-0.129671,-0.001338,-1,0.687566
36.16,-0.129671,0.003909,-1,0.687522
36.18,-0.129671,0.003909,-1,0.687479
36.2,-1.00997,-0.001338,-1,0.687143
36.22,-0.56982,0.003909,-1,0.686953
36.24,-8.492515,0.003909,-1,0.684122
36.26,-26.978803,0.003909,-1,0.675129
36.28,-41.063594,0.003909,-1,0.661441
36.3,-45.465091,0.003909,-1,0.646286
36.32,-52.067337,0.003909,-1,0.62893
36.34,-60.430181,0.003909,-1,0.608787
36.36,-68.793026,0.003909,-1,0.585856
36.38,-72.754373,0.003909,-1,0.561604
36.4,-76.275571,0.003909,-1,0.536179
36.42,-83.758116,-0.001338,-1,0.50826
36.44,-86.399014,0.003909,-1,0.47946
36.46,-89.920212,0.003909,-1,0.449487
36.48,-93.881559,0.003909,-1,0.418193
36.5,-99.163356,0.003909,-1,0.385138
36.52,-101.804254,-0.001338,-1,0.351204
36.54,-100.923955,0.003909,-1,0.317562
36.56,-104.445152,0.003909,-1,0.282747
36.58,-104.005003,-0.001338,-1,0.248079
36.6,-105.325452,0.003909,-1,0.21297
36.62,-105.765601,0.003909,-1,0.177715
36.64,-104.445152,0.003909,-1,0.1429
36.66,-101.804254,0.003909,-1,0.108965
36.68,-96.962607,0.003909,-1,0.076645
36.7,-97.402757,0.003909,-1,0.044177
36.72,-93.881559,0.003909,-1,0.012883
36.74,-89.039912,0.003909,-1,-0.016797
36.76,-85.958864,0.003909,-1,-0.04545
36.78,-84.198266,0.003909,-1,-0.073516
36.8,-78.03617,-0.001338,-1,-0.099528
36.82,-74.955122,0.003909,-1,-0.124513
36.84,-69.233175,0.003909,-1,-0.147591
36.86,-66.152127,0.003909,-1,-0.169641
36.88,-62.63093,0.003909,-1,-0.190518
36.9,-57.789283,0.003909,-1,-0.209781
36.92,-53.387786,0.003909,-1,-0.227577
36.94,-49.426438,0.003909,-1,-0.244053
36.96,-46.34539,0.003909,-1,-0.259501
36.98,-42.384043,0.003909,-1,-0.273629
37,-37.102246,-0.001338,-1,-0.285997
37.02,-33.581049,0.003909,-1,-0.29719
37.04,-30.500001,0.003909,-1,-0.307357
37.06,-27.418953,0.003909,-1,-0.316497
37.08,8.673324,0.003909,-1,-0.313606
37.1,-1.45012,0.003909,-1,-0.314089
37.12,-0.56982,0.003909,-1,-0.314279
37.14,0.310479,0.003909,-1,-0.314175
37.16,-0.129671,0.003909,-1,-0.314219
37.18,-0.129671,0.003909,1,-0.314262
37.2,0.750629,0.003909,1,-0.314012
37.22,7.352875,-0.001338,1,-0.311561
37.24,22.317965,0.003909,1,-0.304121
37.26,23.198264,0.003909,1,-0.296389
37.28,27.599761,0.003909,1,-0.287189
37.3,30.680809,0.003909,1,-0.276962
37.32,36.402756,0.003909,1,-0.264828
37.34,42.124702,0.003909,1,-0.250786
37.36,47.846648,0.003909,1,-0.234837
37.38,51.367846,-0.001338,1,-0.217715
37.4,55.329193,0.003909,1,-0.199271
37.42,59.290541,0.003909,1,-0.179508
37.44,62.371589,0.003909,1,-0.158717
37.46,64.572337,0.003909,1,-0.137193
37.48,67.213235,0.003909,1,-0.114789
37.5,70.734433,-0.001338,1,-0.091211
37.52,70.734433,-0.001338,1,-0.067633
37.54,74.255631,0.003909,1,-0.042881
37.56,73.375331,0.003909,1,-0.018422
37.58,75.57608,-0.001338,1,0.00677
37.6,76.456379,0.003909,1,0.032255
37.62,77.336679,0.003909,1,0.058034
37.64,77.776829,0.003909,1,0.08396
37.66,77.336679,0.003909,1,0.109739
37.68,77.776829,0.003909,1,0.135664
37.7,77.336679,0.003909,1,0.161443
37.72,76.456379,0.003909,1,0.186929
37.74,75.57608,0.003909,1,0.212121
37.76,75.13593,0.003909,1,0.237166
37.78,73.815481,0.003909,1,0.261771
37.8,72.054882,0.003909,1,0.285789
37.82,70.294283,0.003909,1,0.309221
37.84,68.093535,-0.001338,1,0.331919
37.86,64.572337,0.003909,1,0.353443
37.88,62.811738,0.003909,1,0.37438
37.9,59.73069,0.003909,1,0.39429
37.92,57.089792,0.003909,1,0.41332
37.94,54.889044,0.003909,1,0.431617
37.96,52.688295,0.003909,1,0.449179
37.98,51.807996,0.003909,1,0.466449
38,51.367846,0.003909,1,0.483571
38.02,52.688295,0.003909,1,0.501134
38.04,51.807996,0.003909,1,0.518403
38.06,52.688295,-0.001338,1,0.535966
38.08,51.367846,0.003909,1,0.553089
38.1,50.047397,-0.001338,1,0.569771
38.12,48.286798,0.003909,1,0.585867
38.14,44.32545,0.003909,1,0.600642
38.16,39.043654,0.003909,1,0.613656
38.18,33.761857,0.003909,1,0.62491
38.2,29.36036,0.003909,1,0.634697
38.22,24.078564,0.003909,1,0.642723
38.24,18.356617,0.003909,-1,0.648842
38.26,14.39527,0.003909,-1,0.653641
38.28,11.754372,0.003909,-1,0.657559
38.3,11.754372,-0.001338,-1,0.661477
38.32,14.83542,0.003909,-1,0.666422
38.34,-10.693264,0.003909,-1,0.662858
38.36,5.592276,0.003909,-1,0.664722
38.38,2.511228,-0.001338,-1,0.665559
38.4,0.310479,0.003909,-1,0.665662
38.42,-0.129671,0.003909,-1,0.665619
38.44,-0.129671,0.003909,-1,0.665576
38.46,-0.129671,0.003909,-1,0.665533
38.48,-0.129671,0.003909,-1,0.665489
38.5,-0.129671,0.003909,-1,0.665446
38.52,-0.129671,0.003909,-1,0.665403
38.54,-0.129671,0.003909,-1,0.66536
38.56,-0.129671,0.003909,-1,0.665317
38.58,-0.129671,0.003909,-1,0.665273
38.6,-0.129671,-0.001338,-1,0.66523
38.62,-1.45012,0.003909,-1,0.664747
38.64,-12.894012,0.003909,-1,0.660449
38.66,-23.457605,0.003909,-1,0.652629
38.68,-20.376557,-0.001338,-1,0.645837
38.7,-39.743145,0.003909,-1,0.63259
38.72,-50.746887,0.003909,-1,0.615674
38.74,-59.549882,-0.001338,-1,0.595824
38.76,-69.673325,0.003909,-1,0.5726
38.78,-74.074822,-0.001338,-1,0.547908
38.8,-76.71572,-0.001338,-1,0.522336
38.82,-78.03617,0.003909,-1,0.496324
38.84,-84.198266,0.003909,-1,0.468258
38.86,-85.518715,0.003909,-1,0.439752
38.88,-89.039912,0.003909,-1,0.410072
38.9,-92.12096,-0.001338,-1,0.379365
38.92,-95.202008,-0.001338,-1,0.347631
38.94,-95.202008,0.003909,-1,0.315897
38.96,-97.842907,0.003909,-1,0.283282
38.98,-96.522457,-0.001338,-1,0.251108
39,-99.603505,0.003909,-1,0.217907
39.02,-96.082308,0.003909,-1,0.18588
39.04,-98.283056,0.003909,-1,0.153119
39.06,-96.962607,0.003909,-1,0.120798
39.08,-96.962607,0.003909,-1,0.088477
39.1,-93.00126,0.003909,-1,0.057476
39.12,-93.881559,0.003909,-1,0.026183
39.14,-91.680811,0.003909,-1,-0.004378
39.16,-89.480062,0.003909,-1,-0.034204
39.18,-86.839164,0.003909,-1,-0.063151
39.2,-82.877816,0.003909,-1,-0.090777
39.22,-78.916469,0.003909,-1,-0.117082
39.24,-76.71572,0.003909,-1,-0.142654
39.26,-69.233175,0.003909,-1,-0.165732
39.28,-66.592277,0.003909,-1,-0.187929
39.3,-62.63093,0.003909,-1,-0.208806
39.32,-56.028684,-0.001338,-1,-0.227482
39.34,-50.746887,0.003909,-1,-0.244398
39.36,-48.546139,0.003909,-1,-0.26058
39.38,-43.704492,-0.001338,-1,-0.275148
39.4,-39.302995,0.003909,-1,-0.288249
39.42,-34.901498,0.003909,-1,-0.299883
39.44,-30.500001,0.003909,-1,-0.31005
39.46,-28.299252,0.003909,-1,-0.319483
39.48,-25.218204,0.003909,-1,-0.327889
39.5,-23.897755,0.003909,-1,-0.335855
39.52,-20.816707,-0.001338,-1,-0.342794
39.54,-2.330419,0.003909,-1,-0.343571
39.56,1.190779,0.003909,-1,-0.343174
39.58,0.310479,0.003909,-1,-0.34307
39.6,0.310479,0.003909,-1,-0.342967
39.62,-0.129671,-0.001338,1,-0.34301
39.64,0.310479,0.003909,1,-0.342906
39.66,0.310479,0.003909,1,-0.342803
39.68,1.190779,0.003909,1,-0.342406
39.7,9.113473,0.003909,1,-0.339368
39.72,23.638414,0.003909,1,-0.331489
39.74,26.719462,0.003909,1,-0.322582
39.76,32.441408,0.003909,1,-0.311768
39.78,35.082306,0.003909,1,-0.300074
39.8,41.684552,0.003909,1,-0.286179
39.82,46.526199,0.003909,1,-0.270671
39.84,51.807996,0.003909,1,-0.253401
39.86,56.649642,0.003909,1,-0.234518
39.88,61.051139,0.003909,1,-0.214168
39.9,66.332936,0.003909,1,-0.192057
39.92,70.734433,0.003909,1,-0.168479
39.94,72.495032,0.003909,1,-0.144314
39.96,77.776829,0.003909,1,-0.118388
39.98,78.216978,-0.001338,1,-0.092316
40,80.417727,0.003909,1,-0.06551
40.02,80.857877,0.003909,1,-0.038557
40.04,82.178326,0.003909,1,-0.011164
40.06,81.298026,0.003909,1,0.015935
40.08,78.657128,0.003909,1,0.042154
40.1,77.336679,0.003909,1,0.067933
40.12,75.13593,0.003909,1,0.092978
40.14,72.495032,0.003909,1,0.117143
40.16,70.294283,0.003909,1,0.140575
40.18,68.093535,0.003909,1,0.163273
40.2,66.773086,0.003909,1,0.18553
40.22,64.572337,0.003909,1,0.207054
40.24,63.251888,0.003909,1,0.228138
40.26,62.811738,0.003909,1,0.249076
40.28,61.491289,0.003909,1,0.269573
40.3,60.17084,0.003909,1,0.28963
40.32,60.17084,0.003909,1,0.309687
40.34,58.850391,0.003909,1,0.329303
40.36,58.850391,0.003909,1,0.34892
40.38,57.529942,0.003909,1,0.368097
40.4,56.209493,0.003909,1,0.386833
40.42,54.889044,0.003909,1,0.40513
40.44,53.128445,0.003909,1,0.422839
40.46,52.248145,0.003909,1,0.440255
